doi,pmcid,ncbi_pdf_url,alt_pdf_url
https://doi.org/10.1371/journal.pone.0155318,PMC4881912,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4881912/pdf/,
https://doi.org/10.1016/j.esmoop.2022.100748,PMC10024144,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10024144/pdf/,
https://doi.org/10.1186/s12885-023-10724-6,PMC10024838,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10024838/pdf/,
https://doi.org/10.1007/s10875-010-9409-2,PMC2883086,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2883086/pdf/,
https://doi.org/10.1371/journal.pntd.0005194,PMC5142774,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5142774/pdf/,
https://doi.org/10.1186/s12893-020-01016-y,PMC7788737,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7788737/pdf/,
https://doi.org/10.2142/biophysico.16.0_287,PMC6975895,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6975895/pdf/,
https://doi.org/10.14348/molcells.2020.0047,PMC7264476,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7264476/pdf/,
https://doi.org/10.1371/journal.pone.0220646,PMC6695158,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6695158/pdf/,
https://doi.org/10.1038/s41467-023-36932-z,PMC9985597,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9985597/pdf/,
https://doi.org/10.1002/ccr3.136,PMC4317204,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4317204/pdf/,
https://doi.org/10.3857/roj.2021.00927,PMC9262705,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9262705/pdf/,
https://doi.org/10.1111/tpj.14579,PMC7155070,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7155070/pdf/,
https://doi.org/10.3389/fimmu.2022.985729,PMC9893779,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9893779/pdf/,
https://doi.org/10.1038/s41598-017-03189-8,PMC5469774,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5469774/pdf/,
https://doi.org/10.3389/fimmu.2021.617508,PMC7959803,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7959803/pdf/,
https://doi.org/10.1371/journal.pgen.1005930,PMC4794243,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4794243/pdf/,
https://doi.org/10.1021/acs.jproteome.2c00392,PMC10088045,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10088045/pdf/,
https://doi.org/10.1186/s12884-021-03777-7,PMC8051099,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8051099/pdf/,
https://doi.org/10.3390/toxins14070423,PMC9323132,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9323132/pdf/,
https://doi.org/10.1038/nm.4385,PMC5657592,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5657592/pdf/,
https://doi.org/10.1371/journal.pone.0199070,PMC6040699,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6040699/pdf/,
https://doi.org/10.1371/journal.pone.0039297,PMC3386263,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3386263/pdf/,
https://doi.org/10.1186/s12864-022-08558-w,PMC9191533,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9191533/pdf/,
https://doi.org/10.1186/s12864-017-4264-7,PMC5693578,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5693578/pdf/,
https://doi.org/10.1371/journal.pgen.1007119,PMC5760103,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5760103/pdf/,
https://doi.org/10.3390/vaccines10122039,PMC9781884,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9781884/pdf/,
https://doi.org/10.1093/carcin/bgw048,PMC4936385,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4936385/pdf/,
https://doi.org/10.1186/s12964-019-0497-1,PMC6945409,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6945409/pdf/,
https://doi.org/10.3390/biomedicines5040064,PMC5744088,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5744088/pdf/,
https://doi.org/10.1186/s12864-018-5358-6,PMC6318897,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6318897/pdf/,
https://doi.org/10.1186/s13039-021-00567-w,PMC8527651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8527651/pdf/,
https://doi.org/10.1080/02699206.2019.1595733,PMC6604054,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6604054/pdf/,
https://doi.org/10.1186/s13041-022-00962-3,PMC9447329,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9447329/pdf/,
https://doi.org/10.3389/fmicb.2019.02509,PMC6838017,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6838017/pdf/,
https://doi.org/10.1128/mBio.01894-18,PMC6234866,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6234866/pdf/,
https://doi.org/10.3390/ijms231910997,PMC9569715,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9569715/pdf/,
https://doi.org/10.1007/s11011-011-9233-2,PMC3070076,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3070076/pdf/,
https://doi.org/10.1186/1471-2164-9-50,PMC2268926,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2268926/pdf/,
https://doi.org/10.1016/j.jbc.2021.100665,PMC8141880,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8141880/pdf/,
https://doi.org/10.1038/s41467-017-02312-7,PMC5750235,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5750235/pdf/,
https://doi.org/10.3389/fgene.2022.955347,PMC9437704,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9437704/pdf/,
https://doi.org/10.1590/1678-7757-2018-0556,PMC9648963,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9648963/pdf/,
https://doi.org/10.3390/pathogens9070517,PMC7400140,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7400140/pdf/,
https://doi.org/10.1371/journal.pone.0232305,PMC7423110,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7423110/pdf/,
https://doi.org/10.1371/journal.pgen.1005902,PMC4777549,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4777549/pdf/,
https://doi.org/10.1186/s12862-015-0308-2,PMC4346108,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4346108/pdf/,
https://doi.org/10.3389/fpain.2022.835519,PMC8915554,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8915554/pdf/,
https://doi.org/10.1371/journal.pone.0166832,PMC5115827,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5115827/pdf/,
https://doi.org/10.1111/j.1751-7915.2008.00078.x,PMC3815837,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3815837/pdf/,
https://doi.org/10.1371/journal.pone.0207071,PMC6224075,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6224075/pdf/,
https://doi.org/10.1091/mbc.E12-06-0475,PMC3469525,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3469525/pdf/,
https://doi.org/10.23889/ijpds.v4i2.1134,PMC8142954,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8142954/pdf/,
https://doi.org/10.7554/eLife.65088,PMC8096432,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8096432/pdf/,
https://doi.org/10.1371/journal.ppat.1001024,PMC2912394,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2912394/pdf/,
https://doi.org/10.3389/fpsyg.2019.02919,PMC6970433,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6970433/pdf/,
https://doi.org/10.3390/biom12070863,PMC9313020,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9313020/pdf/,
https://doi.org/10.1371/journal.pone.0069881,PMC3726728,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3726728/pdf/,
https://doi.org/10.1186/s12866-019-1693-2,PMC6947953,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6947953/pdf/,
https://doi.org/10.1091/mbc.E14-03-0833,PMC4142616,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4142616/pdf/,
https://doi.org/10.1128/MRA.00068-21,PMC7975873,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7975873/pdf/,
https://doi.org/10.1073/pnas.2020551118,PMC7817120,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7817120/pdf/,
https://doi.org/10.3390/microorganisms9061191,PMC8230337,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8230337/pdf/,
https://doi.org/10.1074/mcp.M112.019059,PMC3494187,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3494187/pdf/,
https://doi.org/10.4196/kjpp.2013.17.5.463,PMC3823961,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3823961/pdf/,
https://doi.org/10.3390/ijms21082843,PMC7215579,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7215579/pdf/,
https://doi.org/10.1140/epjc/s10052-016-4366-4,PMC5501225,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5501225/pdf/,
https://doi.org/10.1016/j.aninu.2020.04.003,PMC7503066,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7503066/pdf/,
https://doi.org/10.1093/ijnp/pyv034,PMC4576516,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4576516/pdf/,
https://doi.org/10.3389/fmicb.2020.618601,PMC7848036,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7848036/pdf/,
https://doi.org/10.3389/fpls.2022.995586,PMC9479669,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9479669/pdf/,
https://doi.org/10.5941/MYCO.2011.39.4.266,PMC3385134,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3385134/pdf/,
https://doi.org/10.1194/jlr.M084947,PMC6121930,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6121930/pdf/,
https://doi.org/10.1186/1471-2229-12-175,PMC3568734,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3568734/pdf/,
https://doi.org/10.1289/ehp.119-a476,PMC3226519,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3226519/pdf/,
https://doi.org/10.1002/lary.30081,PMC9790499,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9790499/pdf/,
https://doi.org/10.3390/nano11092303,PMC8469414,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8469414/pdf/,
https://doi.org/10.1073/pnas.1904647116,PMC6789915,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6789915/pdf/,
https://doi.org/10.1084/jem.166.5.1525,PMC2189652,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2189652/pdf/,
https://doi.org/10.1021/cb300189b,PMC3423826,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3423826/pdf/,
https://doi.org/10.1186/1471-2229-5-16,PMC1215491,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1215491/pdf/,
https://doi.org/10.3390/ijerph20032541,PMC9916141,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9916141/pdf/,
https://doi.org/10.1371/journal.pone.0088118,PMC3922770,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3922770/pdf/,
https://doi.org/10.3897/zookeys.828.32200,PMC6418079,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6418079/pdf/,
https://doi.org/10.1212/WNL.0000000000007035,PMC6442006,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6442006/pdf/,
https://doi.org/10.3389/fpls.2020.539460,PMC7509058,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7509058/pdf/,
https://doi.org/10.3389/fmicb.2019.02263,PMC6783567,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6783567/pdf/,
https://doi.org/10.1002/brb3.471,PMC4864175,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4864175/pdf/,
https://doi.org/10.3390/ijms24087090,PMC10139144,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10139144/pdf/,
https://doi.org/10.1371/journal.pone.0174196,PMC5358781,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5358781/pdf/,
https://doi.org/10.1371/journal.pone.0155421,PMC4868298,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4868298/pdf/,
https://doi.org/10.1021/jacs.0c01629,PMC11620756,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11620756/pdf/,
https://doi.org/10.1038/s41467-019-11271-0,PMC6642100,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6642100/pdf/,
https://doi.org/10.18632/oncotarget.5194,PMC4741662,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4741662/pdf/,
https://doi.org/10.1093/cid/ciac598,PMC9384578,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9384578/pdf/,
https://doi.org/10.1080/23802359.2022.2136982,PMC9639548,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9639548/pdf/,
https://doi.org/10.7554/eLife.45284,PMC6461442,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6461442/pdf/,
https://doi.org/10.3390/molecules26040969,PMC7917842,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7917842/pdf/,
https://doi.org/10.1038/s41551-019-0381-8,PMC6612317,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6612317/pdf/,
https://doi.org/10.1097/MD.0000000000000723,PMC4554051,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4554051/pdf/,
https://doi.org/10.3892/ijmm.2019.4243,PMC6657967,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6657967/pdf/,
https://doi.org/10.1007/s11010-021-04107-3,PMC7981598,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7981598/pdf/,
https://doi.org/10.1186/s12958-022-00936-z,PMC8976310,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8976310/pdf/,
https://doi.org/10.1111/cns.13194,PMC6978250,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6978250/pdf/,
https://doi.org/10.7554/eLife.30506,PMC5643100,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5643100/pdf/,
https://doi.org/10.1093/braincomms/fcac078,PMC9014537,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9014537/pdf/,
https://doi.org/10.1100/tsw.2008.71,PMC5848745,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5848745/pdf/,
https://doi.org/10.3791/51447,PMC4181556,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4181556/pdf/,
https://doi.org/10.1371/journal.pone.0088161,PMC3917864,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3917864/pdf/,
https://doi.org/10.1186/s12867-017-0092-1,PMC5441030,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5441030/pdf/,
https://doi.org/10.1186/1472-6807-13-29,PMC3834532,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3834532/pdf/,
https://doi.org/10.1038/s41467-022-31351-y,PMC9237051,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9237051/pdf/,
https://doi.org/10.1371/journal.pone.0096132,PMC4008502,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4008502/pdf/,
https://doi.org/10.1186/s12951-021-01157-z,PMC8650546,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8650546/pdf/,
https://doi.org/10.1038/s41467-022-34551-8,PMC9674691,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9674691/pdf/,
https://doi.org/10.3389/fgene.2022.895211,PMC9412810,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9412810/pdf/,
https://doi.org/10.1038/s41597-020-00592-1,PMC7403358,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7403358/pdf/,
https://doi.org/10.1107/s1600536812012706,PMC3343902,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3343902/pdf/,
https://doi.org/10.1093/aobpla/plr008,PMC3104934,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3104934/pdf/,
https://doi.org/10.3389/fpls.2022.860945,PMC9083416,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9083416/pdf/,
https://doi.org/10.3390/plants11162122,PMC9414419,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9414419/pdf/,
https://doi.org/10.1097/HJH.0000000000002609,PMC7752208,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7752208/pdf/,
https://doi.org/10.1038/s41523-021-00261-5,PMC8115349,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8115349/pdf/,
https://doi.org/10.1186/s12870-018-1538-4,PMC6282272,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6282272/pdf/,
https://doi.org/10.1107/s1600536812035878,PMC3435814,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3435814/pdf/,
https://doi.org/10.1007/s13762-020-03095-z,PMC7850955,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7850955/pdf/,
https://doi.org/10.1186/s12887-017-0885-x,PMC5443363,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5443363/pdf/,
https://doi.org/10.1093/glycob/cwac061,PMC9680116,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9680116/pdf/,
https://doi.org/10.1186/s40814-016-0120-9,PMC5225568,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5225568/pdf/,
https://doi.org/10.3389/fmicb.2015.00858,PMC4551860,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4551860/pdf/,
https://doi.org/10.1016/j.heliyon.2016.e00158,PMC5035357,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5035357/pdf/,
https://doi.org/10.3390/nu7021081,PMC4344576,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4344576/pdf/,
https://doi.org/10.1038/ncomms7501,PMC4366531,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4366531/pdf/,
https://doi.org/10.3390/ani11041161,PMC8073821,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8073821/pdf/,
https://doi.org/10.3389/fpls.2019.00699,PMC6555190,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6555190/pdf/,
https://doi.org/10.7554/eLife.43204,PMC6435322,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6435322/pdf/,
https://doi.org/10.1186/1471-2202-10-65,PMC2716352,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2716352/pdf/,
https://doi.org/10.1073/pnas.2116708119,PMC9168843,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9168843/pdf/,
https://doi.org/10.1111/os.12886,PMC7957423,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7957423/pdf/,
https://doi.org/10.1186/s12985-022-01906-y,PMC9617529,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9617529/pdf/,
https://doi.org/10.1002/ame2.12042,PMC6388073,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6388073/pdf/,
https://doi.org/10.3390/s23041963,PMC9963447,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9963447/pdf/,
https://doi.org/10.1186/1471-2164-13-658,PMC3542200,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3542200/pdf/,
https://doi.org/10.1007/s00394-019-01955-0,PMC6768895,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6768895/pdf/,
https://doi.org/10.3390/insects14010076,PMC9864236,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9864236/pdf/,
https://doi.org/10.3390/polym15061550,PMC10056187,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10056187/pdf/,
https://doi.org/10.1038/nature22337,PMC5473467,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5473467/pdf/,
https://doi.org/10.1371/journal.ppat.1006878,PMC5809103,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5809103/pdf/,
https://doi.org/10.1128/jvi.00986-22,PMC9517694,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9517694/pdf/,
https://doi.org/10.1107/s1600536809028414,PMC2977392,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2977392/pdf/,
https://doi.org/10.1083/jcb.201101055,PMC3257563,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3257563/pdf/,
https://doi.org/10.1084/jem.20062006,PMC2137905,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2137905/pdf/,
https://doi.org/10.3946/kjme.2019.119,PMC6589632,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6589632/pdf/,
https://doi.org/10.1080/21501203.2017.1397063,PMC6059040,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6059040/pdf/,
https://doi.org/10.1155/2015/952571,PMC4381731,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4381731/pdf/,
https://doi.org/10.1002/acm2.13635,PMC9278690,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9278690/pdf/,
https://doi.org/10.1007/s00401-018-1903-2,PMC6208730,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6208730/pdf/,
https://doi.org/10.1002/anie.202012099,PMC7839779,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7839779/pdf/,
https://doi.org/10.7717/peerj.6015,PMC6286802,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6286802/pdf/,
https://doi.org/10.3389/fnmol.2018.00316,PMC6158327,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6158327/pdf/,
https://doi.org/10.3389/fpubh.2022.743348,PMC9125037,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9125037/pdf/,
https://doi.org/10.3389/fpls.2021.816233,PMC8821908,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8821908/pdf/,
https://doi.org/10.3390/foods11172604,PMC9455823,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9455823/pdf/,
https://doi.org/10.1107/s1600536811007318,PMC3100053,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3100053/pdf/,
https://doi.org/10.1155/2015/470805,PMC4427008,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4427008/pdf/,
https://doi.org/10.3389/fnins.2021.743705,PMC8632027,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8632027/pdf/,
https://doi.org/10.1371/journal.pone.0254139,PMC8376036,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8376036/pdf/,
https://doi.org/10.1007/s11357-021-00438-7,PMC8599537,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8599537/pdf/,
https://doi.org/10.1016/j.reprotox.2017.05.005,PMC6706853,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6706853/pdf/,
https://doi.org/10.3389/fvets.2021.764135,PMC8553012,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8553012/pdf/,
https://doi.org/10.1371/journal.pone.0187936,PMC5683612,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5683612/pdf/,
https://doi.org/10.1167/jov.20.6.13,PMC7416884,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7416884/pdf/,
https://doi.org/10.1039/d0sc02060e,PMC8159352,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8159352/pdf/,
https://doi.org/10.1002/mgg3.959,PMC6785430,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6785430/pdf/,
https://doi.org/10.3389/fonc.2020.600762,PMC7937953,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7937953/pdf/,
https://doi.org/10.1128/mBio.00844-17,PMC5487733,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5487733/pdf/,
https://doi.org/10.3389/fmicb.2023.1135806,PMC10113451,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10113451/pdf/,
https://doi.org/10.1042/BJ20121751,PMC3573791,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3573791/pdf/,
https://doi.org/10.1038/s41467-019-12920-0,PMC6821705,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6821705/pdf/,
https://doi.org/10.3389/fneur.2012.00013,PMC3305946,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3305946/pdf/,
https://doi.org/10.3389/fmicb.2018.03191,PMC6308138,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6308138/pdf/,
https://doi.org/10.1038/s41598-021-92480-w,PMC8222352,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8222352/pdf/,
https://doi.org/10.1038/s41467-019-13700-6,PMC6915745,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6915745/pdf/,
https://doi.org/10.1155/2013/518183,PMC3863464,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3863464/pdf/,
https://doi.org/10.1128/JVI.00746-16,PMC4988150,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4988150/pdf/,
https://doi.org/10.1128/mBio.02272-19,PMC6879718,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6879718/pdf/,
https://doi.org/10.3389/fendo.2023.1131767,PMC10014907,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10014907/pdf/,
https://doi.org/10.3389/fonc.2020.596087,PMC7821871,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7821871/pdf/,
https://doi.org/10.1007/s00277-018-3418-2,PMC6334730,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6334730/pdf/,
https://doi.org/10.1007/s00439-012-1229-4,PMC3535370,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3535370/pdf/,
https://doi.org/10.34133/2022/9780293,PMC9667886,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9667886/pdf/,
https://doi.org/10.3390/microorganisms8010079,PMC7022880,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7022880/pdf/,
https://doi.org/10.3389/fcell.2020.00578,PMC7358312,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358312/pdf/,
https://doi.org/10.1186/s12860-022-00412-x,PMC8887186,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8887186/pdf/,
https://doi.org/10.7554/eLife.49388,PMC6794089,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6794089/pdf/,
https://doi.org/10.1038/s41416-019-0538-y,PMC6738105,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6738105/pdf/,
https://doi.org/10.2147/JPR.S258443,PMC7381820,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7381820/pdf/,
https://doi.org/10.1186/s13071-020-04473-9,PMC7720396,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7720396/pdf/,
https://doi.org/10.1186/s12863-016-0341-1,PMC4741023,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4741023/pdf/,
https://doi.org/10.1186/s12906-020-03066-4,PMC7501700,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7501700/pdf/,
https://doi.org/10.1186/s12864-017-3576-y,PMC5316208,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5316208/pdf/,
https://doi.org/10.3390/life7010001,PMC5370401,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5370401/pdf/,
https://doi.org/10.3389/fendo.2020.583105,PMC7683715,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7683715/pdf/,
https://doi.org/10.1186/1471-2350-12-173,PMC3267686,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3267686/pdf/,
https://doi.org/10.3389/fgene.2021.682707,PMC8286336,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8286336/pdf/,
https://doi.org/10.4102/sajpsychiatry.v28i0.1716,PMC8832021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8832021/pdf/,
